title,home,keywords,publisher,country,classification,subjects
Open Theology,https://www.degruyter.com/journal/key/opth/html,"religion, religious studies, theology",De Gruyter,Poland,BL1-50,Philosophy. Psychology. Religion: Religions. Mythology. Rationalism: Religion (General)
Open Veterinary Journal,http://www.openveterinaryjournal.com,"animal sciences, veterinary medicine",Tripoli University,Libya,QL1-991,Science: Zoology
Open Veterinary Science,https://www.degruyter.com/journal/key/ovs/html,"veterinary medicine, animal health, animal diseases, animal production, companion animals, farm animals",De Gruyter,Poland,SF600-1100,Agriculture: Animal culture: Veterinary medicine
OpenNano,https://www.journals.elsevier.com/opennano,"nanopharmaceutics, nanosized delivery systems, drugs, genes, imaging agents",Elsevier,United States,RM1-950,Medicine: Therapeutics. Pharmacology
OpenPhysio,https://www.openphysiojournal.com/,"physiotherapy, education, clinical education, physiotherapy education",Physiopedia,United Kingdom,RM1-950,Medicine: Therapeutics. Pharmacology
Operational Research in Engineering Sciences: Theory and Applications,https://oresta.rabek.org/index.php/oresta,"operational research, engineering, optimization methods, stochastic models, mathematical programming","Regional Association for Security and crisis management, Belgrade, Serbia",Serbia,T55.4-60.8,Technology: Technology (General): Industrial engineering. Management engineering
Operations Research and Decisions,http://www.ord.pwr.edu.pl,"mathematical modelling, forecasting, econometrics and statistical methods, optimization, computer applications in optimization",Wrocław University of Science and Technology,Poland,HD28-70|HD72-88,"Social Sciences: Industries. Land use. Labor: Management. Industrial management | Social Sciences: Industries. Land use. Labor: Economic growth, development, planning"
Operations Research Perspectives,http://www.journals.elsevier.com/operations-research-perspectives/,"operations research, management science methods, information systems, decision support systems, operations research and computers",Elsevier,United Kingdom,QA1-939,Science: Mathematics
Ophthalmology and Eye Diseases,http://journals.sagepub.com/home/oed,"vision science, ophthalmology, eye diseases",SAGE Publishing,United Kingdom,RE1-994,Medicine: Ophthalmology
Ophthalmology and Therapy,https://www.springer.com/journal/40123,"ophthalmology, eye surgery","Adis, Springer Healthcare",United Kingdom,RE1-994,Medicine: Ophthalmology
Ophthalmology Journal,https://journals.viamedica.pl/ophthalmology_journal,ophthalmology,Via Medica sp. z.o.o. VM Group Via Medica,Poland,RE1-994,Medicine: Ophthalmology
Ophthalmology Science,https://www.journals.elsevier.com/ophthalmology-science/,"ophthalmology, informatics, pre-clinical research, early phase clinical trials",Elsevier,United States,RE1-994,Medicine: Ophthalmology
Optica,https://opg.optica.org/optica/home.cfm,"optics, photonics, imaging, lasers",Optica Publishing Group,United States,TA1501-1820|QC350-467,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics | Science: Physics: Optics. Light
Optical Materials Express,https://opg.optica.org/ome/home.cfm,"optics, photonics, lasers, nanomaterials, metamaterials, optical materials",Optica Publishing Group,United States,TA1501-1820|QC350-467,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics | Science: Physics: Optics. Light
Optical Materials: X,https://www.journals.elsevier.com/optical-materials-x,"optical materials, optical devices, photonics",Elsevier,Netherlands,TA1501-1820|QC350-467,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics | Science: Physics: Optics. Light
Optics,https://www.mdpi.com/journal/optics,"classical optics, physical optics, applied optics, industrial optics, atmospheric optics, geometrical optics",MDPI AG,Switzerland,QC350-467|TA1501-1820,Science: Physics: Optics. Light | Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics
Optics Continuum,https://opg.optica.org/optcon/home.cfm,"optics, photonics, imaging, physics, lasers",Optica Publishing Group,United States,TA1501-1820|QC350-467,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics | Science: Physics: Optics. Light
Optics Express,https://opg.optica.org/oe/home.cfm,"optics, photonics, lasers, green technology, energy",Optica Publishing Group,United States,TA1501-1820|QC350-467,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics | Science: Physics: Optics. Light
Opto-Electronic Advances,http://www.oejournal.org/oea,"optics, optoelectronics, photonics, plasmonics, quantum optics, solar cell","Institue of Optics and Electronics, Chinese Academy of Sciences",China,QC350-467,Science: Physics: Optics. Light
Optometric Education,https://journal.opted.org,"education, vision, visual systems, optometry",Association of Schools and Colleges of Optometry,United States,LC8-6691|RE1-994,Education: Special aspects of education | Medicine: Ophthalmology
Opuscula Mathematica,http://www.opuscula.agh.edu.pl/,applied mathematics,AGH Univeristy of Science and Technology Press,Poland,T57-57.97,Technology: Technology (General): Industrial engineering. Management engineering: Applied mathematics. Quantitative methods
Oradea Journal of Business and Economics,http://ojbe.steconomiceuoradea.ro/,"business, economics, economic international relations, economic education",University of Oradea Publishing House,Romania,HF5001-6182|HB71-74,Social Sciences: Commerce: Business | Social Sciences: Economic theory. Demography: Economics as a science
Oral,https://www.mdpi.com/journal/oral,"endodontic pathology and treatment, multidisciplinary oral health care, oral pathology and medicine, orthodontics, dental materials, oral side effects and adverse reactions of drugs",MDPI AG,Switzerland,RK1-715,Medicine: Dentistry
Oral and Maxillofacial Surgery Cases,https://www.journals.elsevier.com/oral-and-maxillofacial-surgery-cases/,"oral surgery, maxillofacial surgery, outcome management or mechanisms, case reports, methodology and treatment, unusual or uncommon findings",Elsevier,United States,RD1-811,Medicine: Surgery
Oral Health and Preventive Dentistry,https://ohpd.quintessenz.de/index.php?doc=home,"periodontal diseases, oral mucosas diseases, dental trauma, oral health, prevention of caries",Quintessenz Verlags-GmbH,Germany,RK1-715,Medicine: Dentistry
Oral Tradition,https://journal.oraltradition.org,"oral tradition, folklore, anthropology","Center for Hellenic Studies, Trustees for Harvard University",United States,GR1-950|PL1001-3208,"Geography. Anthropology. Recreation: Folklore | Language and Literature: Languages and literature of Eastern Asia, Africa, Oceania: Chinese language and literature"
Orapuh Journal,https://www.orapuh.org/ojs/ojs-3.1.2-4/index.php/orapj,"oral health, public health, health care, health, health sciences, oral medicine","Orapuh, Inc.",Gambia,RC31-1245|R5-920,Medicine: Internal medicine | Medicine: Medicine (General)
Orbit,https://orbit.openlibhums.org,"american fiction, contemporary american fiction, american literature",Open Library of Humanities,United Kingdom,PS1-3576,Language and Literature: American literature
ORBIT Journal,https://www.orbit-rri.org/ojs/,"ethics, responsible research and innovation, information technology",ORBIT,United Kingdom,T58.5-58.64,Technology: Technology (General): Industrial engineering. Management engineering: Information technology
Orbit: Writing Around Pynchon,https://orbit.openlibhums.org,"american literature, thomas pynchon",Open Library of Humanities,United Kingdom,PS1-3576,Language and Literature: American literature
Orbital: The Electronic Journal of Chemistry,http://www.orbital.ufms.br,"chemistry, natural sciences, chemistry education, chemistry history",Universidade Federal de Mato Grosso do Sul,Brazil,Q|QD1-999,Science: Chemistry
Organic Farming,http://www.librelloph.com/organicfarming,"organic farming and food production, crop breeding, regulation of pests and diseases, protection of soil, biodiversity and other resources, livestock health and management",Librelloph,Switzerland,S,Agriculture
Organic Materials,https://doi.org/10.1055/s-00040992,"organic synthesis, synthesitic chemistry, organic porous materials, supramolecular chemistry, crystal engineering, organic electronics",Georg Thieme Verlag,Germany,QD1-999,Science: Chemistry
Organic Photonics and Photovoltaics,http://www.degruyter.com/view/j/oph,"organic materials synthesis, fundamental opto-electronic properties, photonic devices, organic semiconductors and conductors, interfacial materials",De Gruyter,Poland,TA1501-1820,Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics
Organics,https://www.mdpi.com/journal/organics,"organic synthesis, physical organic chemistry, organocatalysis, bioorganic chemistry, theoretical organic chemistry, heterocyclic chemistry",MDPI AG,Switzerland,QD241-441,Science: Chemistry: Organic chemistry
Organisational Project Management,http://epress.lib.uts.edu.au/journals/index.php/opm/index,"organisational project management, change management, governance, innovation, project marketing, maturity models",UTS ePRESS,Australia,HF5001-6182,Social Sciences: Commerce: Business
Organizacija,https://sciendo.com/journal/ORGA,"business, management, human resource management, organization studies",Sciendo,Slovenia,HF5001-6182,Social Sciences: Commerce: Business
Organizacijų Vadyba: Sisteminiai Tyrimai,https://sciendo.com/journal/mosr,"management, organization, business development, marketing, human resourses, entrepreneurship",Sciendo,Poland,HD28-70,Social Sciences: Industries. Land use. Labor: Management. Industrial management
Organization Management Journal,https://www.emeraldgrouppublishing.com/journal/omj,"organization management, management, organizational behaviour, business strategy and policy, human resource management",Emerald Publishing,United Kingdom,HF5549-5549.5|HD58.7-58.95,"Social Sciences: Commerce: Business: Personnel management. Employment management | Social Sciences: Industries. Land use. Labor: Management. Industrial management: Organizational behaviour, change and effectiveness. Corporate culture"
"Organization, Technology and Management in Construction: An International Journal",https://sciendo.com/journal/OTMCJ,"construction, organisation, technology, management, economics, projects",Sciendo,Poland,TH1-9745,Technology: Building construction
Organizations and Markets in Emerging Economies,https://www.journals.vu.lt/omee/,"organizational sciences, marketing, economics, finance, emerging economies, emerging markets",Vilnius University Press,Lithuania,HF5001-6182|HB71-74,Social Sciences: Commerce: Business | Social Sciences: Economic theory. Demography: Economics as a science
Organs-on-a-Chip,https://www.journals.elsevier.com/organs-on-a-chip,"organoid applications, organs-on-a-chip, tissues-on-a-chip, microfluidics, fabrication technology, microphysiological systems",Elsevier,Netherlands,R855-855.5|TP248.13-248.65,Medicine: Medicine (General): Medical technology | Technology: Chemical technology: Biotechnology
ORiON,http://orion.journals.ac.za,"operations research, mathematics, computer science",Operations Research Society of South Africa (ORSSA),South Africa,A,General Works
Ornamental Horticulture,https://ornamentalhorticulture.emnuvens.com.br/rbho/index,"landscape, botany, biotechnology, propagation and plant nutrition, diseases and pests",Sociedade Brasileira de Floricultura e Plantas Ornamentais,Brazil,SB1-1110,Agriculture: Plant culture
